Category,Title,Company,URL,Grade,Salary_min,Salary_max,Skills,City_List,Is_Remote
Python,Middle/Middle Strong Full-Stack Developer [Python + React],Newsoft,https://jobs.dou.ua/companies/newsoft/vacancies/351542/,Middle,4000.0,4000.0,Not Specified,['Львів'],False
Python,AQA engineer with Python,Grid Dynamics,https://jobs.dou.ua/companies/grid-dynamics/vacancies/351471/,Not Specified,,,Not Specified,"['Київ', 'Львів', 'Дніпро', 'Харків']",True
Python,Software Development Engineer in Test (Python),SQUAD,https://jobs.dou.ua/companies/squad/vacancies/293387/,Not Specified,,,Not Specified,"['Київ', 'Львів']",True
Python,Senior Python Developer,Dinarys,https://jobs.dou.ua/companies/dinarys/vacancies/351322/,Senior,,,Not Specified,['Remote Only'],True
Python,Senior Full Stack Engineer (Python / React / AWS) | AI-Accelerated Development,Adwisely,https://jobs.dou.ua/companies/adwisely/vacancies/351316/,Senior,4500.0,6000.0,aws,['Remote Only'],True
Python,QA Automation / Integration Engineer (Python / Django),PAGA GAMES,https://jobs.dou.ua/companies/paga-games/vacancies/351304/,Not Specified,,,django,['Remote Only'],True
Python,Strong Junior Scrapping Expert,Temerix,https://jobs.dou.ua/companies/temerix/vacancies/351290/,Junior,,,Not Specified,['Вінниця'],True
Python,Python Engineer (Backend),Talented Dog Recruitment Agency,https://jobs.dou.ua/companies/talented-dog-recruitment-agency/vacancies/351277/,Not Specified,,,Not Specified,['Львів'],False
Python,Junior Python Developer,DataOx,https://jobs.dou.ua/companies/dataox/vacancies/351204/,Junior,,,Not Specified,['Remote Only'],True
Python,Software Engineer (React + Python),Intent Solutions Group,https://jobs.dou.ua/companies/intent-solutions-group/vacancies/351200/,Not Specified,,,Not Specified,['Львів'],False
Python,Junior Python Developer (AI Team),Ajax Systems,https://jobs.dou.ua/companies/ajax-systems/vacancies/346585/,Junior,,,Not Specified,['Київ'],False
Python,Python Backend Engineer (Scraping experience),Osavul,https://jobs.dou.ua/companies/osavul/vacancies/340554/,Not Specified,,,Not Specified,['Remote Only'],True
Python,"Principal Software Engineer (Node.js — must-have, Java, Python)",StellarsTech,https://jobs.dou.ua/companies/stellarstech/vacancies/329056/,Not Specified,6000.0,6000.0,Not Specified,['Remote Only'],True
Python,Cloud Back-End Developer,MWDN,https://jobs.dou.ua/companies/mwdn/vacancies/337733/,Not Specified,,,Not Specified,['Remote Only'],True
Python,Full Stack Developer (Nuxt 3 / FastAPI) — Dental / Orthodontic Project,Mediweb,https://jobs.dou.ua/companies/mediweb/vacancies/350953/,Not Specified,,,fastapi,['Remote Only'],True
Python,Python Backend Engineer,WeSoftYou,https://jobs.dou.ua/companies/wesoftyou/vacancies/350869/,Not Specified,,,Not Specified,['Remote Only'],True
Python,Full Stack Developer (Python+React),CODEVOG,https://jobs.dou.ua/companies/codevog/vacancies/256486/,Not Specified,,,Not Specified,['Remote Only'],True
Python,Senior Full-Stack Developer (React + Python / AI SaaS Platform),Exclusive Personal Training,https://jobs.dou.ua/companies/exclusive-personal-training/vacancies/349652/,Senior,,,Not Specified,['Remote Only'],True
